Transaction Date,Transaction Time,Product,Quantity,Total Price
2024-02-24,07:56:00,Biscoff Cream,2,340
2024-02-24,04:27:00,Sausage,3,315
2024-02-25,11:00:00,Matcha Frappuccino,1,160
2024-02-25,16:52:00,Cookies & Cream Frappe,1,170
2024-02-25,22:27:00,Bap's Coffee Signature,3,480
2024-02-25,08:01:00,Strawberries & Cream,4,640
2024-02-25,18:08:00,Bap's Platter (for sharing),4,1160
2024-02-25,05:31:00,White Chocolate Chip Frappe,2,340
2024-02-25,02:53:00,White Hot Chocolate,3,450
2024-02-25,10:58:00,Black Tea Strawberry Peach,2,280
2024-02-25,06:45:00,Mojos,4,420
2024-02-25,08:24:00,Matcha Frappuccino,1,160
2024-02-25,05:47:00,Salted Caramel Latte,4,640
2024-02-25,23:49:00,Salted Caramel Latte,4,640
2024-02-25,14:13:00,Latte,4,580
2024-02-25,19:45:00,Cappuccino,3,435
2024-02-25,18:30:00,Americano,2,220
2024-02-25,03:33:00,White Chocolate Mocha,1,160
2024-02-25,09:32:00,Matcha Frappe,4,640
2024-02-25,12:09:00,White Chocolate Mocha,3,480
2024-02-25,23:23:00,Mocha,2,320
2024-02-25,07:20:00,Americano,1,110
2024-02-26,02:21:00,Chicken or Beef Quesadilla Whole,3,600
2024-02-26,10:52:00,Cookies & Cream Frappe,1,170
2024-02-26,09:14:00,Mocha,4,640
2024-02-26,10:01:00,Nachos (for sharing),3,585
2024-02-26,11:43:00,Matcha Frappuccino,2,320
2024-02-26,22:47:00,Bap's Coffee Signature,1,160
2024-02-26,14:15:00,Strawberries & Cream,1,160
2024-02-26,12:58:00,Classic Chocolate,2,300
2024-02-26,15:06:00,Chocolate Frappe,1,160
2024-02-26,19:51:00,Americano,4,440
2024-02-26,22:35:00,Chocolate Frappe,4,640
2024-02-26,15:56:00,Mocha,1,160
2024-02-26,07:24:00,White Hot Chocolate,4,600
2024-02-26,22:04:00,Nachos (for sharing),2,390
2024-02-26,21:13:00,Savory Bites,1,105
2024-02-26,19:36:00,Mocha,3,480
2024-02-26,16:44:00,White Chocolate Chip Frappe,3,510
2024-02-26,14:09:00,White Chocolate Chip Frappe,2,340
2024-02-26,22:27:00,Cappuccino,2,290
2024-02-26,10:38:00,Nachos (for sharing),4,780
2024-02-26,08:04:00,Matcha Frappe,3,480
2024-02-26,15:35:00,Savory Bites,4,420
2024-02-27,05:31:00,Nachos (for sharing),2,390
2024-02-27,00:40:00,Black Tea Strawberry Peach,3,420
2024-02-27,15:58:00,Cappuccino,1,145
2024-02-27,07:29:00,Biscoff Latte,3,480
2024-02-27,21:29:00,Spanish Latte,2,320
2024-02-27,09:22:00,Matcha Frappe,2,320
2024-02-27,23:20:00,Bap's Coffee Signature,3,480
2024-02-27,12:50:00,Savory Bites,4,420
2024-02-27,11:06:00,White Chocolate Mocha,1,160
2024-02-27,06:26:00,Cappuccino,4,580
2024-02-27,04:55:00,Sausage,2,210
2024-02-27,04:27:00,Strawberries & Cream,3,480
2024-02-27,22:14:00,Americano,1,110
2024-02-27,16:25:00,Black Tea Strawberry Peach,1,140
2024-02-27,09:33:00,Matcha Frappuccino,1,160
2024-02-27,15:20:00,Choose Any Two,3,570
2024-02-27,21:57:00,Biscoff (Coffee or None),4,680
2024-02-27,18:50:00,Matcha Frappuccino,2,320
2024-02-27,06:14:00,Chicken or Beef Quesadilla Whole,1,200
2024-02-27,20:11:00,Sausage,4,420
2024-02-27,03:14:00,Chicken or Beef Quesadilla Half,4,440
2024-02-27,17:44:00,Black Tea Strawberry Peach,3,420
2024-02-27,05:59:00,White Chocolate Chip Frappe,3,510
2024-02-27,19:01:00,Bap's Platter (for sharing),4,1160
2024-02-27,11:18:00,Nachos (for sharing),2,390
2024-02-27,15:32:00,Savory Bites,3,315
2024-02-28,20:16:00,Americano,3,330
2024-02-28,20:25:00,Cookies & Cream Frappe,4,680
2024-02-28,16:46:00,Matcha Frappe,3,480
2024-02-28,02:05:00,Creamy Chicken Pesto,3,510
2024-02-28,23:35:00,Caramel Macchiato,2,320
2024-02-28,13:52:00,White Hot Chocolate,3,450
2024-02-28,13:56:00,Salted Caramel Latte,2,320
2024-02-28,07:22:00,Biscoff (Coffee or None),3,510
2024-02-28,09:16:00,Spanish Latte,4,640
2024-02-28,19:38:00,Lasagna,2,340
2024-02-28,20:57:00,Creamy Chicken Pesto,3,510
2024-02-28,02:04:00,White Chocolate Mocha,3,480
2024-02-28,08:04:00,Sausage,2,210
2024-02-29,18:30:00,Chicken or Beef Quesadilla Whole,2,400
2024-02-29,13:05:00,Salted Caramel Latte,4,640
2024-02-29,06:08:00,Bap's Coffee Signature,1,160
2024-02-29,00:58:00,Classic Chocolate,3,450
2024-02-29,01:48:00,Strawberries & Cream,4,640
2024-02-29,01:07:00,Coffee Jelly Frappuccino,1,170
2024-02-29,11:13:00,Classic Chocolate,1,150
2024-02-29,13:40:00,Coffee Jelly Frappuccino,3,510
2024-02-29,15:46:00,White Chocolate Chip Frappe,3,510
2024-02-29,23:59:00,Chicken or Beef Quesadilla Half,1,110
2024-02-29,15:41:00,Matcha Frappuccino,3,480
2024-02-29,04:59:00,Matcha Frappuccino,3,480
2024-02-29,23:28:00,Salted Caramel Latte,4,640
2024-02-29,08:02:00,Biscoff (Coffee or None),1,170
2024-03-01,02:18:00,Chicken or Beef Quesadilla Half,4,440
2024-03-01,18:42:00,Strawberries & Cream,4,640
2024-03-01,01:43:00,Matcha Frappe,2,320
2024-03-01,12:41:00,Biscoff (Coffee or None),3,510
2024-03-01,08:39:00,Matcha Frappuccino,4,640
2024-03-01,10:56:00,Caramel Macchiato,1,160
2024-03-01,01:03:00,Chocolate Frappe,3,480
2024-03-01,04:26:00,Chicken or Beef Quesadilla Half,2,220
2024-03-01,04:05:00,White Hot Chocolate,1,150
2024-03-01,07:55:00,Spanish Latte,1,160
2024-03-01,20:07:00,Strawberries & Cream,4,640
2024-03-01,14:42:00,White Hot Chocolate,3,450
2024-03-01,22:07:00,Lasagna,4,680
2024-03-01,09:41:00,Bap's Platter (for sharing),3,870
2024-03-01,20:39:00,Spanish Latte,3,480
2024-03-01,11:54:00,Black Tea Strawberry Peach,4,560
2024-03-01,16:13:00,Strawberries & Cream,3,480
2024-03-01,10:03:00,Matcha Frappe,3,480
2024-03-01,15:02:00,Salted Caramel Latte,1,160
2024-03-01,17:51:00,Chicken or Beef Quesadilla Whole,3,600
2024-03-01,01:55:00,Bap's Coffee Signature,1,160
2024-03-01,05:36:00,Strawberries & Cream,1,160
2024-03-01,13:59:00,Nachos (for sharing),3,585
2024-03-01,07:22:00,Latte,1,145
2024-03-02,11:59:00,Choose Any Two,2,380
2024-03-02,00:21:00,Bap's Platter (for sharing),1,290
2024-03-02,11:22:00,Coffee Jelly Frappuccino,3,510
2024-03-02,05:19:00,Biscoff Latte,2,320
2024-03-02,20:27:00,Matcha Frappuccino,2,320
2024-03-02,11:35:00,Biscoff (Coffee or None),2,340
2024-03-02,22:06:00,Sausage,3,315
2024-03-02,23:13:00,Chocolate Frappe,4,640
2024-03-02,01:52:00,Lasagna,4,680
2024-03-02,09:01:00,Hazelnut Mocha Macchiato,3,480
2024-03-02,18:08:00,Latte,4,580
2024-03-02,00:00:00,Peach Mango Frappe,3,480
2024-03-02,10:47:00,Classic Chocolate,1,150
2024-03-02,19:10:00,Bap's Coffee Signature,1,160
2024-03-02,03:13:00,Chicken or Beef Quesadilla Whole,3,600
2024-03-02,21:28:00,White Chocolate Chip Frappe,2,340
2024-03-02,23:27:00,Matcha,4,600
2024-03-02,23:01:00,Sausage,3,315
2024-03-02,15:09:00,Chicken or Beef Quesadilla Whole,4,800
2024-03-02,21:53:00,Classic Chocolate,1,150
2024-03-02,19:06:00,Chocolate Frappe,2,320
2024-03-02,18:09:00,Biscoff Cream,4,680
2024-03-03,23:23:00,Chicken or Beef Quesadilla Half,4,440
2024-03-03,07:29:00,Cappuccino,2,290
2024-03-03,03:03:00,Classic Chocolate,3,450
2024-03-03,08:27:00,Choose Any Two,2,380
2024-03-03,15:03:00,Latte,3,435
2024-03-03,10:31:00,Matcha,2,300
2024-03-03,12:12:00,Creamy Chicken Pesto,3,510
2024-03-03,15:12:00,Americano,1,110
2024-03-03,07:16:00,Sausage,1,105
2024-03-03,23:46:00,Matcha Frappuccino,1,160
2024-03-03,22:16:00,Chocolate Frappe,1,160
2024-03-03,00:30:00,Coffee Jelly Frappuccino,1,170
2024-03-03,09:03:00,White Chocolate Chip Frappe,2,340
2024-03-03,17:13:00,Biscoff Latte,4,640
2024-03-03,10:59:00,Mocha,4,640
2024-03-03,20:01:00,Matcha,4,600
2024-03-03,14:06:00,Biscoff (Coffee or None),2,340
2024-03-03,11:42:00,Sausage,4,420
2024-03-03,18:02:00,Classic Chocolate,3,450
2024-03-03,17:15:00,Mocha,3,480
2024-03-03,21:53:00,Choose Any Two,2,380
2024-03-03,18:18:00,Chicken or Beef Quesadilla Half,1,110
2024-03-03,16:30:00,White Hot Chocolate,1,150
2024-03-03,19:37:00,Mojos,2,210
2024-03-03,04:53:00,Bap's Platter (for sharing),1,290
2024-03-03,18:31:00,White Chocolate Chip Frappe,2,340
2024-03-04,05:24:00,White Chocolate Mocha,4,640
2024-03-04,11:07:00,Mojos,3,315
2024-03-04,02:16:00,Americano,3,330
2024-03-04,07:07:00,Chicken or Beef Quesadilla Half,4,440
2024-03-04,15:10:00,Matcha Frappe,3,480
2024-03-04,18:26:00,Classic Chocolate,1,150
2024-03-04,10:23:00,White Chocolate Mocha,4,640
2024-03-04,11:30:00,White Hot Chocolate,1,150
2024-03-04,07:50:00,Strawberries & Cream,2,320
2024-03-04,15:28:00,Mojos,4,420
2024-03-04,10:31:00,Creamy Chicken Pesto,3,510
2024-03-04,02:54:00,Biscoff Latte,3,480
2024-03-04,03:54:00,Matcha Frappuccino,1,160
2024-03-04,08:42:00,Nachos (for sharing),1,195
2024-03-04,07:10:00,Salted Caramel Latte,1,160
2024-03-04,08:52:00,Sausage,4,420
2024-03-04,21:56:00,Chocolate Frappe,2,320
2024-03-05,17:03:00,Savory Bites,1,105
2024-03-05,22:06:00,Chicken or Beef Quesadilla Whole,4,800
2024-03-05,03:46:00,Matcha Frappe,4,640
2024-03-05,17:16:00,Hazelnut Mocha Macchiato,2,320
2024-03-05,18:43:00,Classic Chocolate,3,450
2024-03-05,10:48:00,Cappuccino,1,145
2024-03-05,15:51:00,Spanish Latte,2,320
2024-03-05,18:43:00,Nachos (for sharing),1,195
2024-03-05,19:56:00,White Chocolate Chip Frappe,1,170
2024-03-05,12:55:00,Chicken or Beef Quesadilla Half,3,330
2024-03-05,17:06:00,Matcha Frappe,4,640
2024-03-05,15:39:00,White Chocolate Mocha,1,160
2024-03-05,08:07:00,Savory Bites,2,210
2024-03-05,05:55:00,Americano,1,110
2024-03-05,22:16:00,Chicken or Beef Quesadilla Whole,1,200
2024-03-05,09:24:00,Biscoff Latte,4,640
2024-03-05,09:17:00,Biscoff Latte,1,160
2024-03-05,14:27:00,Biscoff (Coffee or None),2,340
2024-03-05,11:14:00,Biscoff Latte,1,160
2024-03-05,01:50:00,Latte,2,290
2024-03-05,20:05:00,Strawberries & Cream,4,640
2024-03-05,09:00:00,Biscoff (Coffee or None),3,510
2024-03-05,12:19:00,Peach Mango Frappe,2,320
2024-03-05,03:49:00,Lasagna,1,170
2024-03-05,01:58:00,Cookies & Cream Frappe,4,680
2024-03-05,07:44:00,Biscoff Cream,4,680
2024-03-06,02:54:00,Creamy Chicken Pesto,2,340
2024-03-06,19:17:00,Chicken or Beef Quesadilla Half,3,330
2024-03-06,11:04:00,Bap's Platter (for sharing),1,290
2024-03-06,12:35:00,Hazelnut Mocha Macchiato,1,160
2024-03-06,11:59:00,White Hot Chocolate,3,450
2024-03-06,20:51:00,Classic Chocolate,3,450
2024-03-06,02:39:00,Bap's Coffee Signature,3,480
2024-03-06,03:44:00,Mocha,3,480
2024-03-06,17:48:00,Peach Mango Frappe,2,320
2024-03-06,10:15:00,Salted Caramel Latte,3,480
2024-03-06,08:08:00,Mojos,1,105
2024-03-06,20:49:00,Chicken or Beef Quesadilla Half,4,440
2024-03-06,18:22:00,Classic Chocolate,4,600
2024-03-06,20:41:00,White Chocolate Chip Frappe,4,680
2024-03-06,18:47:00,Lasagna,1,170
2024-03-06,10:07:00,Caramel Macchiato,4,640
2024-03-06,19:26:00,Spanish Latte,4,640
2024-03-06,04:37:00,Savory Bites,1,105
2024-03-06,18:33:00,Strawberries & Cream,4,640
2024-03-06,06:01:00,Hazelnut Mocha Macchiato,1,160
2024-03-06,17:28:00,Lasagna,2,340
2024-03-07,04:26:00,Chocolate Frappe,1,160
2024-03-07,23:03:00,Mocha,4,640
2024-03-07,23:55:00,Choose Any Two,3,570
2024-03-07,17:52:00,Americano,3,330
2024-03-07,09:18:00,Biscoff (Coffee or None),3,510
2024-03-07,00:04:00,Lasagna,4,680
2024-03-07,04:07:00,Spanish Latte,2,320
2024-03-07,15:45:00,Nachos (for sharing),2,390
2024-03-07,00:14:00,Creamy Chicken Pesto,4,680
2024-03-07,07:32:00,Matcha Frappuccino,2,320
2024-03-07,07:25:00,Coffee Jelly Frappuccino,2,340
2024-03-07,11:53:00,Matcha,2,300
2024-03-07,20:46:00,Classic Chocolate,2,300
2024-03-07,16:29:00,Latte,2,290
2024-03-07,08:39:00,Mojos,4,420
2024-03-07,05:30:00,Nachos (for sharing),1,195
2024-03-07,14:22:00,Spanish Latte,4,640
2024-03-07,04:31:00,White Chocolate Mocha,4,640
2024-03-07,21:15:00,Chicken or Beef Quesadilla Whole,4,800
2024-03-07,07:25:00,Lasagna,1,170
2024-03-07,19:22:00,White Hot Chocolate,1,150
2024-03-07,04:33:00,Peach Mango Frappe,3,480
2024-03-08,02:33:00,Matcha Frappe,2,320
2024-03-08,10:19:00,Salted Caramel Latte,3,480
2024-03-08,02:04:00,Mojos,2,210
2024-03-08,10:18:00,Strawberries & Cream,3,480
2024-03-08,07:29:00,Biscoff Cream,2,340
2024-03-08,19:24:00,Mocha,2,320
2024-03-08,07:57:00,Mocha,4,640
2024-03-08,13:52:00,Sausage,3,315
2024-03-08,03:06:00,Strawberries & Cream,4,640
2024-03-08,12:33:00,Biscoff (Coffee or None),2,340
2024-03-08,01:25:00,Mojos,4,420
2024-03-08,07:00:00,Bap's Coffee Signature,2,320
2024-03-08,19:39:00,Savory Bites,2,210
2024-03-08,02:49:00,Matcha Frappuccino,4,640
2024-03-08,07:35:00,Cappuccino,4,580
2024-03-09,14:48:00,Creamy Chicken Pesto,1,170
2024-03-09,19:56:00,Latte,2,290
2024-03-09,21:10:00,Bap's Coffee Signature,3,480
2024-03-09,02:08:00,Chicken or Beef Quesadilla Half,4,440
2024-03-09,10:04:00,Peach Mango Frappe,3,480
2024-03-09,16:19:00,Latte,4,580
2024-03-09,23:02:00,Sausage,3,315
2024-03-09,11:57:00,Lasagna,1,170
2024-03-09,11:24:00,Matcha Frappe,4,640
2024-03-09,11:32:00,Mojos,3,315
2024-03-09,05:23:00,Matcha Frappe,1,160
2024-03-09,18:01:00,Americano,2,220
2024-03-09,21:29:00,Cookies & Cream Frappe,3,510
2024-03-09,17:44:00,Spanish Latte,1,160
2024-03-10,23:44:00,Americano,2,220
2024-03-10,16:55:00,Chicken or Beef Quesadilla Half,1,110
2024-03-10,11:48:00,Mojos,4,420
2024-03-10,13:43:00,Spanish Latte,3,480
2024-03-10,01:38:00,Matcha Frappuccino,4,640
2024-03-10,06:42:00,Lasagna,1,170
2024-03-10,22:06:00,Hazelnut Mocha Macchiato,3,480
2024-03-10,02:33:00,Hazelnut Mocha Macchiato,4,640
2024-03-10,06:44:00,Caramel Macchiato,2,320
2024-03-10,13:10:00,Salted Caramel Latte,2,320
2024-03-10,23:42:00,Cookies & Cream Frappe,2,340
2024-03-10,09:12:00,Mojos,4,420
2024-03-10,01:51:00,Chocolate Frappe,3,480
2024-03-10,07:54:00,Savory Bites,4,420
2024-03-11,07:00:00,Chicken or Beef Quesadilla Whole,1,200
2024-03-11,23:10:00,Latte,4,580
2024-03-11,00:39:00,Creamy Chicken Pesto,3,510
2024-03-11,08:55:00,Chicken or Beef Quesadilla Half,2,220
2024-03-11,04:49:00,Salted Caramel Latte,1,160
2024-03-11,20:04:00,White Chocolate Chip Frappe,4,680
2024-03-11,14:36:00,White Chocolate Chip Frappe,1,170
2024-03-11,04:13:00,Choose Any Two,1,190
2024-03-11,23:00:00,White Chocolate Mocha,1,160
2024-03-11,11:19:00,Biscoff Latte,3,480
2024-03-11,22:20:00,Matcha Frappuccino,4,640
2024-03-11,06:23:00,Latte,3,435
2024-03-11,14:03:00,Coffee Jelly Frappuccino,2,340
2024-03-11,22:46:00,Caramel Macchiato,2,320
2024-03-11,11:41:00,Sausage,1,105
2024-03-11,18:55:00,Peach Mango Frappe,3,480
2024-03-11,20:08:00,Matcha,2,300
2024-03-11,08:23:00,Biscoff Cream,2,340
2024-03-11,05:09:00,Matcha Frappuccino,1,160
2024-03-11,12:32:00,Mocha,4,640
2024-03-11,15:37:00,Choose Any Two,2,380
2024-03-11,07:22:00,Bap's Platter (for sharing),2,580
2024-03-11,16:16:00,Bap's Coffee Signature,3,480
2024-03-11,00:09:00,Bap's Platter (for sharing),2,580
2024-03-12,07:15:00,Salted Caramel Latte,3,480
2024-03-12,15:16:00,Peach Mango Frappe,1,160
2024-03-12,20:14:00,Americano,1,110
2024-03-12,08:08:00,Strawberries & Cream,3,480
2024-03-12,20:17:00,Biscoff (Coffee or None),4,680
2024-03-12,18:39:00,Black Tea Strawberry Peach,3,420
2024-03-12,17:04:00,White Chocolate Mocha,3,480
2024-03-12,23:21:00,White Chocolate Chip Frappe,3,510
2024-03-12,12:42:00,Strawberries & Cream,1,160
2024-03-12,01:12:00,Mojos,1,105
2024-03-12,04:21:00,White Chocolate Mocha,4,640
2024-03-12,22:40:00,Latte,3,435
2024-03-12,02:54:00,White Hot Chocolate,1,150
2024-03-12,16:02:00,Americano,2,220
2024-03-12,18:43:00,Black Tea Strawberry Peach,4,560
2024-03-12,19:11:00,Bap's Platter (for sharing),4,1160
2024-03-12,06:08:00,Matcha Frappe,3,480
2024-03-12,08:07:00,Chicken or Beef Quesadilla Whole,2,400
2024-03-12,21:33:00,Nachos (for sharing),2,390
2024-03-12,12:07:00,Salted Caramel Latte,3,480
2024-03-12,15:01:00,Mojos,1,105
2024-03-12,19:51:00,Nachos (for sharing),3,585
2024-03-12,04:42:00,Americano,4,440
2024-03-12,16:39:00,White Chocolate Mocha,1,160
2024-03-12,10:58:00,Chicken or Beef Quesadilla Whole,4,800
2024-03-12,14:50:00,Biscoff Cream,3,510
2024-03-13,18:38:00,Peach Mango Frappe,4,640
2024-03-13,23:19:00,White Chocolate Chip Frappe,2,340
2024-03-13,08:38:00,Mocha,2,320
2024-03-13,16:54:00,Latte,3,435
2024-03-13,08:19:00,Matcha Frappe,4,640
2024-03-13,19:07:00,Mocha,1,160
2024-03-13,19:09:00,White Hot Chocolate,1,150
2024-03-13,21:46:00,Spanish Latte,4,640
2024-03-13,15:01:00,Strawberries & Cream,1,160
2024-03-13,09:28:00,Caramel Macchiato,4,640
2024-03-13,18:12:00,Matcha,2,300
2024-03-13,22:21:00,Nachos (for sharing),2,390
2024-03-13,12:05:00,Chocolate Frappe,1,160
2024-03-13,09:18:00,Cappuccino,3,435
2024-03-13,04:48:00,Salted Caramel Latte,1,160
2024-03-13,06:30:00,Cookies & Cream Frappe,3,510
2024-03-13,03:34:00,White Chocolate Chip Frappe,3,510
2024-03-13,12:39:00,Mojos,4,420
2024-03-13,05:37:00,Mojos,3,315
2024-03-14,03:37:00,Mocha,2,320
2024-03-14,03:21:00,Mojos,1,105
2024-03-14,08:37:00,Cappuccino,2,290
2024-03-14,23:55:00,Caramel Macchiato,2,320
2024-03-14,18:25:00,Caramel Macchiato,2,320
2024-03-14,07:04:00,Cookies & Cream Frappe,1,170
2024-03-14,20:27:00,Creamy Chicken Pesto,3,510
2024-03-14,12:57:00,Latte,2,290
2024-03-14,03:27:00,Peach Mango Frappe,2,320
2024-03-14,09:45:00,Biscoff (Coffee or None),2,340
2024-03-14,02:33:00,Coffee Jelly Frappuccino,3,510
2024-03-14,11:08:00,Creamy Chicken Pesto,3,510
2024-03-14,09:12:00,Cookies & Cream Frappe,2,340
2024-03-14,18:51:00,Cookies & Cream Frappe,3,510
2024-03-14,06:06:00,Cookies & Cream Frappe,2,340
2024-03-14,22:12:00,Sausage,2,210
2024-03-14,19:17:00,Coffee Jelly Frappuccino,3,510
2024-03-14,01:12:00,Creamy Chicken Pesto,1,170
2024-03-14,09:19:00,Bap's Platter (for sharing),2,580
2024-03-15,06:52:00,Cappuccino,4,580
2024-03-15,09:54:00,Americano,2,220
2024-03-15,04:25:00,Peach Mango Frappe,1,160
2024-03-15,22:18:00,Black Tea Strawberry Peach,2,280
2024-03-15,14:50:00,Matcha Frappuccino,4,640
2024-03-15,14:27:00,Coffee Jelly Frappuccino,2,340
2024-03-15,00:24:00,Sausage,1,105
2024-03-15,14:40:00,Savory Bites,1,105
2024-03-15,17:10:00,Salted Caramel Latte,1,160
2024-03-15,19:47:00,Bap's Coffee Signature,3,480
2024-03-15,18:16:00,Americano,1,110
2024-03-15,04:21:00,Bap's Platter (for sharing),4,1160
2024-03-15,14:01:00,Strawberries & Cream,2,320
2024-03-15,00:53:00,Creamy Chicken Pesto,2,340
2024-03-15,22:44:00,Chicken or Beef Quesadilla Whole,3,600
2024-03-15,06:06:00,Peach Mango Frappe,3,480
2024-03-15,06:18:00,Salted Caramel Latte,1,160
2024-03-15,15:14:00,Creamy Chicken Pesto,4,680
2024-03-16,00:38:00,Cookies & Cream Frappe,1,170
2024-03-16,18:54:00,White Chocolate Chip Frappe,4,680
2024-03-16,23:09:00,Nachos (for sharing),1,195
2024-03-16,04:55:00,Chicken or Beef Quesadilla Half,3,330
2024-03-16,22:17:00,Latte,1,145
2024-03-16,05:37:00,Spanish Latte,2,320
2024-03-16,22:41:00,Biscoff Latte,2,320
2024-03-16,19:47:00,Chocolate Frappe,3,480
2024-03-16,08:23:00,Classic Chocolate,2,300
2024-03-16,14:29:00,Latte,1,145
2024-03-16,11:30:00,Creamy Chicken Pesto,2,340
2024-03-16,18:16:00,Strawberries & Cream,1,160
2024-03-16,04:54:00,White Chocolate Mocha,1,160
2024-03-16,14:24:00,Savory Bites,2,210
2024-03-16,09:27:00,Bap's Coffee Signature,3,480
2024-03-16,12:49:00,Matcha Frappuccino,1,160
2024-03-16,01:31:00,Black Tea Strawberry Peach,2,280
2024-03-16,01:02:00,Chicken or Beef Quesadilla Half,2,220
2024-03-16,20:08:00,Spanish Latte,1,160
2024-03-16,20:37:00,Salted Caramel Latte,4,640
2024-03-16,14:34:00,Hazelnut Mocha Macchiato,2,320
2024-03-16,16:27:00,Biscoff (Coffee or None),3,510
2024-03-16,13:42:00,Americano,3,330
2024-03-16,15:33:00,Matcha,2,300
2024-03-16,17:41:00,Americano,1,110
2024-03-16,10:44:00,Mojos,1,105
2024-03-17,00:20:00,Savory Bites,2,210
2024-03-17,16:02:00,Hazelnut Mocha Macchiato,1,160
2024-03-17,13:22:00,Cookies & Cream Frappe,4,680
2024-03-17,19:12:00,Caramel Macchiato,4,640
2024-03-17,04:42:00,White Hot Chocolate,4,600
2024-03-17,04:36:00,White Chocolate Chip Frappe,1,170
2024-03-17,02:32:00,Biscoff (Coffee or None),1,170
2024-03-17,09:26:00,Bap's Platter (for sharing),4,1160
2024-03-17,10:21:00,Caramel Macchiato,2,320
2024-03-17,01:36:00,Biscoff Cream,1,170
2024-03-17,13:48:00,Matcha Frappuccino,1,160
2024-03-17,16:50:00,White Chocolate Mocha,1,160
2024-03-17,17:42:00,Chicken or Beef Quesadilla Whole,2,400
2024-03-17,01:26:00,Caramel Macchiato,1,160
2024-03-17,07:50:00,White Hot Chocolate,4,600
2024-03-17,06:53:00,Latte,1,145
2024-03-17,07:36:00,Coffee Jelly Frappuccino,1,170
2024-03-17,10:52:00,White Chocolate Chip Frappe,4,680
2024-03-17,17:48:00,White Chocolate Chip Frappe,1,170
2024-03-18,07:29:00,Matcha Frappuccino,1,160
2024-03-18,10:19:00,White Chocolate Mocha,2,320
2024-03-18,11:01:00,Sausage,2,210
2024-03-18,23:57:00,Nachos (for sharing),1,195
2024-03-18,15:37:00,Bap's Platter (for sharing),3,870
2024-03-18,10:33:00,Matcha,2,300
2024-03-18,20:57:00,Chicken or Beef Quesadilla Half,4,440
2024-03-18,03:25:00,Spanish Latte,3,480
2024-03-18,01:57:00,Chocolate Frappe,3,480
2024-03-18,06:02:00,Savory Bites,1,105
2024-03-18,19:58:00,Bap's Coffee Signature,1,160
2024-03-18,00:18:00,Nachos (for sharing),3,585
2024-03-18,02:54:00,Biscoff Latte,2,320
2024-03-18,15:45:00,Americano,2,220
2024-03-18,12:37:00,Classic Chocolate,1,150
2024-03-18,01:32:00,Chicken or Beef Quesadilla Half,4,440
2024-03-18,09:19:00,Classic Chocolate,1,150
2024-03-19,21:45:00,Biscoff (Coffee or None),1,170
2024-03-19,21:32:00,Hazelnut Mocha Macchiato,1,160
2024-03-19,05:04:00,Lasagna,3,510
2024-03-19,22:17:00,Hazelnut Mocha Macchiato,1,160
2024-03-19,08:48:00,Americano,3,330
2024-03-19,04:10:00,Peach Mango Frappe,1,160
2024-03-19,20:30:00,Latte,1,145
2024-03-19,13:13:00,Bap's Platter (for sharing),4,1160
2024-03-19,00:24:00,Biscoff Cream,2,340
2024-03-19,18:16:00,Savory Bites,4,420
2024-03-19,18:36:00,Americano,1,110
2024-03-19,05:35:00,Coffee Jelly Frappuccino,1,170
2024-03-19,11:57:00,Hazelnut Mocha Macchiato,1,160
2024-03-19,10:58:00,Chocolate Frappe,2,320
2024-03-19,14:58:00,Black Tea Strawberry Peach,3,420
2024-03-19,00:56:00,Sausage,4,420
2024-03-20,08:53:00,Cappuccino,2,290
2024-03-20,12:30:00,White Hot Chocolate,1,150
2024-03-20,12:11:00,Black Tea Strawberry Peach,4,560
2024-03-20,13:53:00,Matcha Frappe,1,160
2024-03-20,08:51:00,Black Tea Strawberry Peach,4,560
2024-03-20,10:34:00,Mojos,2,210
2024-03-20,05:22:00,Mojos,3,315
2024-03-20,03:25:00,Latte,4,580
2024-03-20,14:02:00,Salted Caramel Latte,2,320
2024-03-20,10:18:00,Choose Any Two,4,760
2024-03-20,23:57:00,Creamy Chicken Pesto,3,510
2024-03-20,18:05:00,Cappuccino,4,580
2024-03-20,05:47:00,Bap's Coffee Signature,3,480
2024-03-20,05:16:00,Chicken or Beef Quesadilla Half,4,440
2024-03-20,17:51:00,Black Tea Strawberry Peach,1,140
2024-03-20,20:24:00,Mocha,2,320
2024-03-20,22:17:00,Bap's Platter (for sharing),4,1160
2024-03-20,22:58:00,Strawberries & Cream,1,160
2024-03-20,00:43:00,Chocolate Frappe,1,160
2024-03-20,18:35:00,Hazelnut Mocha Macchiato,1,160
2024-03-20,15:24:00,Savory Bites,2,210
2024-03-20,23:43:00,Strawberries & Cream,3,480
2024-03-20,14:58:00,Choose Any Two,1,190
2024-03-20,13:23:00,Lasagna,2,340
2024-03-20,15:37:00,Coffee Jelly Frappuccino,4,680
2024-03-20,04:26:00,Classic Chocolate,2,300
2024-03-20,10:15:00,Biscoff Cream,3,510
2024-03-21,12:13:00,Cappuccino,4,580
2024-03-21,04:59:00,Biscoff Latte,3,480
2024-03-21,22:39:00,Black Tea Strawberry Peach,1,140
2024-03-21,08:33:00,Lasagna,2,340
2024-03-21,06:10:00,White Hot Chocolate,2,300
2024-03-21,10:57:00,White Chocolate Chip Frappe,2,340
2024-03-21,23:12:00,Bap's Platter (for sharing),4,1160
